country_name,hdi_category,indicator_name,values
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,76.2
Guinea,LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,33.7
Rwanda,LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,76.9
Angola,LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,63.2
Benin,LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,33.2
Malawi,LOW HUMAN DEVELOPMENT,Yout_lit_Fem_rate,70.7
Zambia,,Yout_lit_Fem_rate,66.2
Côte d'Ivoire,,Yout_lit_Fem_rate,52.1
Burundi,,Yout_lit_Fem_rate,70.4
Congo (Democratic Republic of the),,Yout_lit_Fem_rate,63.1
Ethiopia,,Yout_lit_Fem_rate,38.5
Chad,,Yout_lit_Fem_rate,23.2
Central African Republic,,Yout_lit_Fem_rate,46.9
Mozambique,,Yout_lit_Fem_rate,36.6
Mali,,Yout_lit_Fem_rate,16.9
Niger,,Yout_lit_Fem_rate,23.2
Guinea-Bissau,,Yout_lit_Fem_rate,..
Burkina Faso,,Yout_lit_Fem_rate,26.5
Sierra Leone,,Yout_lit_Fem_rate,37.4
Iceland,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Norway,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Australia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Canada,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Ireland,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Sweden,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Switzerland,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Japan,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Netherlands,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
France,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Finland,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
United States,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Spain,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Denmark,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Austria,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
United Kingdom,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Belgium,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Luxembourg,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
New Zealand,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Italy,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Germany,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Israel,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Greece,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Singapore,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Slovenia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Cyprus,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Portugal,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Barbados,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Czech Republic,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Kuwait,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Malta,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.04
Qatar,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.03
Hungary,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Poland,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Argentina,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Chile,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Bahrain,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Slovakia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Lithuania,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Estonia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Latvia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Uruguay,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Croatia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Costa Rica,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Bahamas,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Seychelles,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Cuba,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Mexico,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Bulgaria,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Tonga,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.97
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Oman,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Romania,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Panama,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Malaysia,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Belarus,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Mauritius,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.02
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Russian Federation,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Albania,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Brazil,HIGH HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.02
Dominica,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.02
Colombia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Ukraine,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Samoa,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Thailand,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.03
Belize,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
China,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Grenada,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Armenia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Turkey,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.95
Suriname,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Jordan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Peru,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Lebanon,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Ecuador,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Philippines,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.03
Tunisia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.96
Fiji,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Paraguay,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Georgia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Guyana,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Maldives,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Jamaica,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
El Salvador,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.04
Algeria,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.92
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Indonesia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.95
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.06
Moldova,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Egypt,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.88
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Mongolia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Honduras,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.05
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Bolivia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Guatemala,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.91
Gabon,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
South Africa,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.99
Botswana,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.04
Namibia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.03
Morocco,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.75
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
India,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.80
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.90
Cambodia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.90
Myanmar,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Bhutan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Ghana,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.86
Pakistan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.69
Mauritania,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.82
Lesotho,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Congo,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.90
Swaziland,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.03
Nepal,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.75
Madagascar,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.94
Cameroon,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.93
Haiti,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.84
Kenya,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.01
Djibouti,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,1.00
Togo,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.76
Yemen,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.65
Uganda,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.86
Gambia,MEDIUM HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Senegal,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.70
Eritrea,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,..
Nigeria,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.94
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.94
Guinea,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.57
Rwanda,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.98
Angola,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.75
Benin,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.56
Malawi,LOW HUMAN DEVELOPMENT,Yout_lit_rat_femrate_malrate,0.86
Zambia,,Yout_lit_rat_femrate_malrate,0.91
Côte d'Ivoire,,Yout_lit_rat_femrate_malrate,0.74
Burundi,,Yout_lit_rat_femrate_malrate,0.92
Congo (Democratic Republic of the),,Yout_lit_rat_femrate_malrate,0.81
Ethiopia,,Yout_lit_rat_femrate_malrate,0.62
Chad,,Yout_lit_rat_femrate_malrate,0.42
Central African Republic,,Yout_lit_rat_femrate_malrate,0.67
Mozambique,,Yout_lit_rat_femrate_malrate,0.61
Mali,,Yout_lit_rat_femrate_malrate,0.52
Niger,,Yout_lit_rat_femrate_malrate,0.44
Guinea-Bissau,,Yout_lit_rat_femrate_malrate,..
Burkina Faso,,Yout_lit_rat_femrate_malrate,0.66
Sierra Leone,,Yout_lit_rat_femrate_malrate,0.63
Iceland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Norway,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Australia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Canada,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Ireland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Sweden,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Switzerland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Japan,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,100
Netherlands,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
France,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Finland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
United States,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Spain,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Denmark,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Austria,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
United Kingdom,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Belgium,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Luxembourg,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
New Zealand,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Italy,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,90
Germany,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Israel,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Greece,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Singapore,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Slovenia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Cyprus,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,99
Portugal,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,94
Barbados,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Czech Republic,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Kuwait,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,86
Malta,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,84
Qatar,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Hungary,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,88
Poland,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Argentina,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,70
Chile,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,89
Bahrain,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Slovakia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Lithuania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,89
Estonia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
Latvia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,89
Uruguay,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Croatia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,87
Costa Rica,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Bahamas,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Seychelles,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,100
Cuba,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Mexico,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Bulgaria,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Tonga,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Oman,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,76
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,90
Romania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,79
Panama,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Malaysia,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
Belarus,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,88
Mauritius,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Albania,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,94
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Brazil,HIGH HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
Dominica,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,85
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,90
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Colombia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,87
Ukraine,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,83
Samoa,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,91
Thailand,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,86
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,88
Belize,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
China,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Grenada,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,83
Armenia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,81
Turkey,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,87
Suriname,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Jordan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,90
Peru,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Lebanon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Ecuador,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Philippines,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
Tunisia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,97
Fiji,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,88
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,100
Paraguay,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,88
Georgia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Guyana,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,84
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,98
Maldives,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,79
Jamaica,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,90
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,89
El Salvador,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
Algeria,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,95
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,80
Indonesia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,94
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,86
Moldova,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,86
Egypt,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,91
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Mongolia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,85
Honduras,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,86
Bolivia,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,96
Guatemala,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,92
Gabon,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,..
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Net_prim_enr_fem_rate,93
